LON,LAT,EDO,CLAVE,ESTACION,01/10/18
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",119.54
-102.466944,22.188611,AGS,ANVAG,"Cincuenta Aniversario, Ags.",109.8
-102.712222,21.849167,AGS,CALVILLO,"Calvillo, Ags. SMN*",100.76
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",113
-102,21.896389,AGS,CNSAG,"Los Conos, Ags.",65.33
-102.296667,22.362778,AGS,CSOAG,"CosÌo, Ags.",51.63
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",75.53
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",45.02
-102.371667,21.78,AGS,NGRAG,"El Niagara, Ags.",89.33
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",89.1
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",92.8
-102.291944,22.1625,AGS,PBLAG,"PabellÛn, Ags.",90.31
-102.417222,22.141111,AGS,PECAG,"Plutarco ElÌas Calles, Ags.",117
-102.133333,22.202778,AGS,PTOAG,"Puerto de la ConcepciÛn, Ags.",76.04
-102.4375,22.235,AGS,PTRAG,"Derivadora PabellÛn, Ags.",88.23
-116.204167,32.271944,BC,AGHBN,"Agua Hechicera, B.C.",0.6
-116.908333,32.444722,BC,ALRBN,"Abelardo L. RodrÌguez, B.C.",3.41
-114.719167,29.727222,BC,CATAVINA,"CataviÒa, B.C. SMN*",28.6
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",3.1
-116.584444,32.243056,BC,CSRBN,"Carmen Serd·n, B.C.",2.4
-116.828333,32.468056,BC,EFLBN,"El Florido, B.C.",4.31
-116.6025,31.890278,BC,ELZBN,"Emilio LÛpez Zamora, B.C.",3.41
-115.931389,30.517222,BC,ENBBN,"San QuintÌn (Ejido Nuevo), B.C.",8.7
-115.15,32.411111,BC,ENLBN,"Ejido Nuevo LeÛn, B.C.",3.11
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",9.1
-114.728056,32.705,BC,JMRBN,"InterconexiÛn JosÈ MarÌa Morelos y PavÛn, B.C.",6.02
-116.811111,32.101944,BC,LAMBN,"La MisiÛn, B.C.",0.01
-115.27,32.39,BC,MXCBN,"Mexicali, B.C.",2.31
-114.729444,32.703889,BC,PDMBN,"Presa Derivadora Morelos, B.C.",6.02
-114.85,31.033333,BC,SFLBN,"San Felipe, B.C.",145.23
-111.658333,25.001389,BCS,CCNBS,"Ciudad ConstituciÛn, B.C.S.",10.4
-109.9125,22.881944,BCS,CSLBS,"Cabo San Lucas, B.C.S.",5
-113.420833,27.783333,BCS,DORBS,"DÌaz Ordaz, B.C.S.",37.51
-114.05,27.966667,BCS,GNGBS,"Guerrero Negro, B.C.S.",53.22
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.366667,24.15,BCS,LPZBS,"La Paz, B.C.S.",8.01
-111.341667,26.016667,BCS,LRTBS,"Loreto, B.C.S.",1.4
-112,26.866667,BCS,MLGBS,"Mulege, B.C.S.",18
-109.983333,24.066667,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.55,23.583333,BCS,RBRBS,"La Ribera, B.C.S.",0
-110.05,23.8,BCS,SANBS,"San Antonio, B.C.S.",11.7
-109.983333,24.066667,BCS,SARBS,"El Sargento, B.C.S.",2
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",32
-109.708333,23.118889,BCS,SJCBS,"San JosÈ del Cabo, B.C.S.",0.01
-109.998611,23.555556,BCS,SLAGUNA,"Sierra La Laguna, B.C.S. SMN*",44
-109.924444,22.888333,BCS,SLUBS,"Cabo San Lucas, B.C.S. SMN*",0
-109.716667,23.45,BCS,SNTBS,"Santiago, B.C.S.",10.9
-112.283333,27.3,BCS,SRLBS,"Santa RosalÌa, B.C.S.",15.5
-110.216667,23.433333,BCS,TSNBS,"Todos Santos, B.C.S.",4
-89.743889,20.003889,CAMP,BOLCA,"Bolonchen, Camp.",65.5
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",101.12
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",421.13
-91.765278,18.658056,CAMP,CDCCA,"Ciudad del Carmen, Camp. SMN*",276
-90.72,19.361667,CAMP,CHMCA,"ChampotÛn, Camp.",144.52
-90.544167,19.838333,CAMP,CMPCA,"Campeche, Camp.",315.52
-91.046111,18.183056,CAMP,CNDCA,"Candelaria, Camp.",163.14
-90.507222,19.838611,CAMP,COBCA,"Observatorio de Campeche, Camp.",305.81
-89.723889,19.4625,CAMP,DZILBACHEN,"DzilbachÈn, Camp. SMN*",4.8
-90.741111,18.604444,CAMP,ESCCA,"Esc·rcega, Camp.",131.14
-90.105556,20.184167,CAMP,HECCA,"Hecelchakan, Camp.",194
-89.848333,19.751944,CAMP,HPOCA,"Hopelchen, Camp.",128.4
-90.820833,18.056944,CAMP,MONCLOVACAMP,"Monclova, Camp. SMN*",166.8
-90.221389,19.605833,CAMP,NYXCA,"Noh-YaxchÈ, Camp.",96.8
-90.374167,19.943333,CAMP,PETENES,"Los Petenes, Camp. SMN*",116.6
-92.086944,18.253056,CAMP,PLZCA,"Palizada, Camp.",187.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",55.5
-89.860278,19.664444,CAMP,XCPCA,"Xcupil, Camp.",119.42
-102.585833,22.177222,CAMP,XPJCA,"Xpujil, Camp.",169.5
-107.482778,28.481667,CHIH,AGZCH,"Abraham Gonz·lez, Chih.",37.02
-107.255556,28.771667,CHIH,BACCH,"BachÌniva, Chih.",29
-108.209167,28.198889,CHIH,BASCH,"Basaseachi, Chih. SMN*",68.83
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del RÌo, Chih. SMN*",0
-108.206389,28.208889,CHIH,BSSCH,"Basaseachi, Chih.",135.5
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",12.6
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",7.51
-106.5,29.05,CHIH,C08099,"Majalca, Chih.",50
-108.533333,28.133333,CHIH,C08182,Moris,24.02
-108.083333,29.216667,CHIH,C08219,"PeÒitas, Chih.",65
-107.7,28.75,CHIH,C08243,"Tejolocachi, Chih.",12.2
-105.966667,28.7,CHIH,C08270,"La Mesa, Chih.",23.15
-107.930833,30.376667,CHIH,CAGCH,"Casas Grandes, Chih.",99.43
-105.171389,27.685556,CHIH,CCOCH,"Ciudad Camargo, Chih.",0
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",10.41
-106.770556,26.229444,CHIH,CHNCH,"Chinat˙, Chih. SMN*",93.26
-106.167778,28.570556,CHIH,CHUCH,"Chihuahua, Chih.",6.41
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Ju·rez, Chih.",103.01
-105.381667,27.410278,CHIH,CL2CH,"Colina (hidromÈtrica), Chih.",17.5
-105.382222,27.576389,CHIH,CLNCH,"Ing. Andrew Weiss, Chih.",17.5
-108.541667,27.416667,CHIH,CNDCH,"Chinipas, Chih.",9.52
-106.871111,28.418611,CHIH,CUACH,"CuauhtÈmoc, Chih.",54.03
-106.119444,28.614722,CHIH,ERECH,"El RejÛn, Chih.",6.41
-105.628889,28.166111,CHIH,FIMCH,"Francisco I. Madero, Chih.",55.01
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",77.6
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",61.6
-107.072778,26.813056,CHIH,GRCCH,"Guerachi, Chih.",15.72
-106.966667,26.1,CHIH,GYCCH,"Guadalupe y Calvo, Chih.",46.06
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",22.5
-104.912778,27.126667,CHIH,JMNCH,"JimÈnez, Chih.",7.6
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",10.02
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",40.81
-105.28,28.984444,CHIH,LLNCH,"Ing. Luis L. LeÛn, Chih.",28.52
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",6.86
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",48.51
-105.254167,26.546389,CHIH,PAGCH,"Pico del ¡guila, Chih.",68.53
-105.620556,28.165278,CHIH,PFCOIMADERO,"Presa Francisco I. Madero, Chih. SGT*",27.75
-105.675556,26.917778,CHIH,PRRCH,"Parral, Chih.",101.01
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",14.91
-106.383333,26.466667,CHIH,RVGCH,"El Vergel, Chih.",39.8
-107.973333,26.9425,CHIH,TB2CH,"Tubares II, Chih.",11.02
-107.85,28.95,CHIH,TMCCH,"TemÛsachic, Chih.",48.36
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",40.02
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",45.6
-107.916944,27.215556,CHIH,URICH,"Urique, Chih. SMN*",39.63
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",71.53
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",38.01
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",34
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",131.6
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",207.6
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",152.64
-92.300278,15.124722,CHIS,ARGOVIA,"Finca Argovia, Chis. OCFS*",466.6
-93.8975,16.241111,CHIS,AROCP,"Arriaga, Chis.",320.63
-93.427222,17.253611,CHIS,AZAPACCFE,"Azapac, Chis. CFE*",362
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. OCFS*",115
-93.15,16.641944,CHIS,BOQCP,"BoquerÛn, Chis.",106.6
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",595.84
-92.4875,16.308333,CHIS,CASCAJAL,"Cascajal, Chis. SGT*",57.8
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",57.42
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",154.4
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",161
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",232.4
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",55.02
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",246.11
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",101.02
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",345.13
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",103
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. OCFS*",70.3
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",384.02
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",242.4
-92.755278,15.071111,CHIS,ENCRUCIJADA,"La Encrucijada, Chis. SMN*",179.2
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",607.03
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla SMN, Chis.",486
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",264.1
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",66.4
-92.402778,14.997222,CHIS,HUECP,"Huehuet·n, Chis.",402.22
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",580.9
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. OCFS*",273.4
-92.184722,14.626111,CHIS,ILRAYON,"Ignacio LÛpez RayÛn, Chis. OCFS*",295.5
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",205.8
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",248.3
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",290.3
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",292.01
-90.702222,16.580833,CHIS,LACCP,"Lacant˙n, Chis.",223.9
-93.28,17.96,CHIS,MACAYOMI,"Macayo Margen Izquierda, Chis. SGT*",45
-93.598889,17.178611,CHIS,MALCP,"NezahualcÛyotl, Chis.",115.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",537.05
-92.0025,16.002222,CHIS,MOZCP,"Mozotal, Chis.",122.2
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",75.6
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",143.3
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",188.6
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",66.42
-93.458611,17.446111,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",313.6
-93.113889,17.511944,CHIS,PICCP,"Pichucalco, Chis.",59
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",378.54
-93.186667,16.753889,CHIS,PTECLUBCAMP,"Puente Club Campestre, Chis. SGT*",74.8
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",86.6
-93.552778,17.348333,CHIS,RCACP,"RÛmulo Calzada, Chis.",317
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",222.13
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",336.8
-93.079167,16.158333,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",103.11
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",329.31
-93.741111,16.699722,CHIS,SANTALUCIAHM,"Santa LucÌa, Chis. SGT*",96.8
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",325.3
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",72.7
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos (San CristÛbal CabaÒas), Chis.",90.9
-92.105556,15.775,CHIS,SDOCP,"Santo Domingo, Chis.",195.31
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",182.6
-93.55,17.35,CHIS,SITALA,"Sitala, Chis. SGT*",276.7
-92.916667,17.5,CHIS,SJOTB,"San JoaquÌn, Chis.",239.2
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",218.9
-92.820833,16.938889,CHIS,SNACP,"Santa MarÌa, Chis.",253.9
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",91.2
-92.266667,14.9,CHIS,TAMCP,"Tapachula (Malpaso), Chis.",474.5
-92.183333,14.9,CHIS,TAPCP,"Tapachula, Chis.",449.3
-93.383333,17.425,CHIS,TAPILULA,"Tapilula, Chis. SGT*",177.7
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",428.8
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",80.75
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",75.62
-92.147222,15.091111,CHIS,VTACANA,"Volc·n Tacana, Chis. SMN*",367.4
-93.330556,17.116667,CHIS,YAMCP,"YamonhÛ, Chis.",205.01
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",275.8
-92.050556,16.116389,CHIS,ZAPALUTA,"Zapaluta, Chis. SGT*",125.9
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",89.021
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",112
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",27.714
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",155
-102.064444,26.983333,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",38.3
-100.950278,29.327778,COAH,CDACL,"Ciudad AcuÒa, Coah.",175.002
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",53.01
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",196
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",34.22
-100.920833,25.436111,COAH,ESLCL,"E. C. Saltillo, Coah.",41.062
-103.262778,25.773889,COAH,FIMCL,"Francisco I. Madero, Coah.",29.53
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",41
-101.4225,26.908333,COAH,MCVCL,"Monclova, Coah.",52.801
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos M˙zquiz, Coah. SMN*",159.4
-101.33,27.92,COAH,NUEVAROSITA,"Nueva Rosita, Coah. SMN*",51
-102.181667,25.440833,COAH,PARCL,"Parras, Coah.",70.5
-100.5325,28.706667,COAH,PNGCL,"Piedras Negras, Coah.",70.2
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",66.502
-100.634444,28.898611,COAH,RioSanRodrigoC,"Rio San Rodrigo cerca El Moral. Piedras Negras Coah., CILA*",69.75
-100.575556,25.273333,COAH,SAACL,"San Antonio de las Alazanas, Coah.",37
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",35.312
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jimenez, Coah. CILA*",117.75
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",74.003
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",83
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",143.501
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",97.1
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",50
-103.45,25.541667,COAH,TORCL,"Observatorio de TorreÛn, Coah.",38.51
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",38.51
-100.898889,29.033889,COAH,ZPTCL,"Zapata, Coah.",118
-103.611389,19.248611,COL,BVSCM,"Buena Vista, Col.",185.53
-103.723611,18.754722,COL,CDOCM,"Cerro de Ortega, Col.",184.1
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",212.74
-103.6325,18.813056,COL,CLLCM,"Callejones, Col.",56
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",180.92
-103.804167,19.2125,COL,CQMCM,"Coquimatl·n, Col.",124.44
-103.6,19.325,COL,CUACM,"CuauhtÈmoc, Col.",60.3
-103.884444,19.111389,COL,DJLCM,"Derivadora Jala (Madrid), Col.",126.43
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",107.6
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",137.71
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",148.5
-104.297778,19.069167,COL,MANZANILLOmar,"Manzanillo, Col. SEMAR*",196.63
-104.318333,19.044444,COL,MNZCM,"Manzanillo, Col.",275.22
-103.816667,19.266667,COL,PNTCM,"PeÒitas, Col.",83.5
-103.725278,19.223333,COL,RDRCM,"Radar, Col.",176.41
-103.700833,19.408333,COL,SCHCM,"Suchitl·n, Col.",99.01
-103.9175,19.463611,COL,SMANANTLANI,"Sierra Manatl·n 1, Col. SMN*",209.6
-103.882778,18.925556,COL,TCMCM,"Tecom·n, Col.",82.01
-103.396667,18.967222,COL,TRJCM,"Solidaridad, Col.",83.32
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",176.54
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de MÈx.",172.98
-99.171667,19.453333,DF,CBIDF,"Escuela Naional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",54.45
-99.180556,19.346667,DF,CCUDF,"Centro Universitario, Cd. de MÈx.",101.35
-98.999444,19.357222,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",92.7
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",66.31
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",153.6
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",140.47
-99.1375,19.469722,DF,CMTDF,"Cien Metros, Cd. de MÈx.",51.55
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",159.26
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de Mex. SGT*",89
-99.09,19.190278,DF,CTNDF,"San Salvador Cuautenco, Cd. de MÈx.",157.99
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",105.4
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",36
-99.131389,19.431111,DF,DDFDF,"Gobierno del D.F., Cd. de MÈx.",64.51
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",113.02
-99.15,19.383333,DF,DVLDF,"Del Valle, Cd. de MÈx.",50.79
